PlayerID,SeasonType,Season,Team,Number,Name,Position,PositionCategory,Played,Started,PassingAttempts,PassingCompletions,PassingYards,PassingCompletionPercentage,PassingYardsPerAttempt,PassingYardsPerCompletion,PassingTouchdowns,PassingInterceptions,PassingRating,PassingLong,PassingSacks,PassingSackYards,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,RushingLong,ReceivingTargets,Receptions,ReceivingYards,ReceivingYardsPerReception,ReceivingTouchdowns,ReceivingLong,Fumbles,FumblesLost,PuntReturns,PuntReturnYards,PuntReturnTouchdowns,KickReturns,KickReturnYards,KickReturnTouchdowns,SoloTackles,AssistedTackles,TacklesForLoss,Sacks,SackYards,QuarterbackHits,PassesDefended,FumblesForced,FumblesRecovered,FumbleReturnTouchdowns,Interceptions,InterceptionReturnTouchdowns,FieldGoalsAttempted,FieldGoalsMade,ExtraPointsMade,TwoPointConversionPasses,TwoPointConversionRuns,TwoPointConversionReceptions,FantasyPoints,FantasyPosition,PlayerSeasonID,ExtraPointsAttempted,AuctionValue,AuctionValuePPR,FantasyPointsFanDuel,FieldGoalsMade0to19,FieldGoalsMade20to29,FieldGoalsMade30to39,FieldGoalsMade40to49,FieldGoalsMade50Plus,FantasyPointsDraftKings,AverageDraftPosition,AverageDraftPositionPPR,TeamID
19508,1,2021,JAX,93,Daniel Ross,DT,DEF,17,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.70,3.80,0.70,0.30,2.10,0.60,0.30,0.10,0.10,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.91,DL,,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1142.00,1178.00,15
19626,1,2021,JAX,33,Dare Ogunbowale,RB,OFF,17,17,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,18.10,102.20,5.7,0.40,0.00,30.00,15.80,115.90,7.2,0.30,0.00,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.41,RB,,0.00,0,0,33.31,0.00,0.00,0.00,0.00,0.00,41.51,283.00,297.00,15
19816,1,2021,JAX,17,DJ Chark Jr.,WR,OFF,17,17,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.10,1.10,0,0.00,0.00,131.40,67.70,946.30,13.9,6.00,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,129.94,WR,,0.00,8,8,163.79,0.00,0.00,0.00,0.00,0.00,198.04,105.90,117.40,15
19846,1,2021,JAX,90,Taven Bryan,DT,DEF,17,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.60,7.30,3.10,1.30,9.10,2.70,0.90,0.40,0.20,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.56,DL,,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1167.00,1203.00,15
19913,1,2021,JAX,14,Kyle Lauletta,QB,OFF,17,17,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,QB,,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1204.00,1240.00,15
20026,1,2021,JAX,48,Leon Jacobs,OLB,DEF,17,17,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.40,20.70,7.30,3.10,21.70,6.50,1.70,0.70,0.30,0.00,0.20,0.10,0.00,0.00,0.00,0.00,0.00,0.00,80.02,LB,,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1256.00,1292.00,15
20269,1,2021,JAX,99,Daniel Ekuale,DT,DEF,17,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.60,2.30,1.20,0.50,3.50,1.00,0.30,0.10,0.10,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.50,DL,,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1306.00,1342.00,15
20460,1,2021,JAX,37,Tre Herndon,CB,DEF,17,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.30,10.60,0.50,0.20,1.40,0.40,2.30,0.50,0.20,0.00,0.50,0.10,0.00,0.00,0.00,0.00,0.00,0.00,34.54,DB,,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1331.00,1367.00,15
20736,1,2021,JAX,53,Dakota Allen,OLB,DEF,17,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.50,14.20,2.60,1.10,7.70,2.30,0.90,0.40,0.20,0.00,0.20,0.10,0.00,0.00,0.00,0.00,0.00,0.00,47.37,LB,,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1367.00,1403.00,15
20737,1,2021,JAX,41,Josh Allen,DE,DEF,17,17,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.40,13.20,26.10,11.10,77.70,23.30,2.00,1.00,0.50,0.00,0.50,0.10,0.00,0.00,0.00,0.00,0.00,0.00,121.37,DL,,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1368.00,1404.00,15
